Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries submitted to treaties,4173,2012,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries submitted to treaties,4173,2014,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries secured through treaties,4174,1982,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries secured through treaties,4174,1987,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries secured through treaties,4174,1992,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries secured through treaties,4174,1997,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries secured through treaties,4174,2002,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries secured through treaties,4174,2007,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries secured through treaties,4174,2012,0,,
Venezuela (Bolivarian Republic of),236,Surface water: outflow to other countries secured through treaties,4174,2014,0,,
Venezuela (Bolivarian Republic of),236,Surface water: total external renewable,4176,1982,520,,
Venezuela (Bolivarian Republic of),236,Surface water: total external renewable,4176,1987,520,,
Venezuela (Bolivarian Republic of),236,Surface water: total external renewable,4176,1992,520,,
Venezuela (Bolivarian Republic of),236,Surface water: total external renewable,4176,1997,520,,
Venezuela (Bolivarian Republic of),236,Surface water: total external renewable,4176,2002,520,,
Venezuela (Bolivarian Republic of),236,Surface water: total external renewable,4176,2007,520,,
Venezuela (Bolivarian Republic of),236,Surface water: total external renewable,4176,2012,520,,
Venezuela (Bolivarian Republic of),236,Surface water: total external renewable,4176,2014,520,,
Venezuela (Bolivarian Republic of),236,Groundwater: entering the country (total),4177,1982,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: entering the country (total),4177,1987,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: entering the country (total),4177,1992,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: entering the country (total),4177,1997,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: entering the country (total),4177,2002,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: entering the country (total),4177,2007,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: entering the country (total),4177,2012,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: entering the country (total),4177,2014,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted inflow,4452,1982,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted inflow,4452,1987,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted inflow,4452,1992,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted inflow,4452,1997,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted inflow,4452,2002,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted inflow,4452,2007,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted inflow,4452,2012,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted inflow,4452,2014,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: leaving the country to other countries (total),4178,1982,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: leaving the country to other countries (total),4178,1987,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: leaving the country to other countries (total),4178,1992,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: leaving the country to other countries (total),4178,1997,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: leaving the country to other countries (total),4178,2002,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: leaving the country to other countries (total),4178,2007,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: leaving the country to other countries (total),4178,2012,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: leaving the country to other countries (total),4178,2014,0,,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted outflow to other countries,4453,1982,0,I,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted outflow to other countries,4453,1987,0,I,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted outflow to other countries,4453,1992,0,I,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted outflow to other countries,4453,1997,0,I,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted outflow to other countries,4453,2002,0,I,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted outflow to other countries,4453,2007,0,I,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted outflow to other countries,4453,2012,0,I,
Venezuela (Bolivarian Republic of),236,Groundwater: accounted outflow to other countries,4453,2014,0,I,
Venezuela (Bolivarian Republic of),236,Water resources: total external renewable,4182,1982,520,,
Venezuela (Bolivarian Republic of),236,Water resources: total external renewable,4182,1987,520,,
Venezuela (Bolivarian Republic of),236,Water resources: total external renewable,4182,1992,520,,
Venezuela (Bolivarian Republic of),236,Water resources: total external renewable,4182,1997,520,,
Venezuela (Bolivarian Republic of),236,Water resources: total external renewable,4182,2002,520,,
Venezuela (Bolivarian Republic of),236,Water resources: total external renewable,4182,2007,520,,
Venezuela (Bolivarian Republic of),236,Water resources: total external renewable,4182,2012,520,,
Venezuela (Bolivarian Republic of),236,Water resources: total external renewable,4182,2014,520,,
Venezuela (Bolivarian Republic of),236,Total renewable surface water,4185,1982,1303,,
Venezuela (Bolivarian Republic of),236,Total renewable surface water,4185,1987,1303,,
Venezuela (Bolivarian Republic of),236,Total renewable surface water,4185,1992,1303,,
Venezuela (Bolivarian Republic of),236,Total renewable surface water,4185,1997,1303,,
Venezuela (Bolivarian Republic of),236,Total renewable surface water,4185,2002,1303,,
Venezuela (Bolivarian Republic of),236,Total renewable surface water,4185,2007,1303,,
Venezuela (Bolivarian Republic of),236,Total renewable surface water,4185,2012,1303,,
Venezuela (Bolivarian Republic of),236,Total renewable surface water,4185,2014,1303,,
Venezuela (Bolivarian Republic of),236,Total renewable groundwater,4187,1982,227,,
Venezuela (Bolivarian Republic of),236,Total renewable groundwater,4187,1987,227,,
Venezuela (Bolivarian Republic of),236,Total renewable groundwater,4187,1992,227,,
Venezuela (Bolivarian Republic of),236,Total renewable groundwater,4187,1997,227,,
Venezuela (Bolivarian Republic of),236,Total renewable groundwater,4187,2002,227,,
Venezuela (Bolivarian Republic of),236,Total renewable groundwater,4187,2007,227,,
Venezuela (Bolivarian Republic of),236,Total renewable groundwater,4187,2012,227,,
Venezuela (Bolivarian Republic of),236,Total renewable groundwater,4187,2014,227,,
Venezuela (Bolivarian Republic of),236,Overlap: between surface water and groundwater,4536,1982,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap: between surface water and groundwater,4536,1987,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap: between surface water and groundwater,4536,1992,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap: between surface water and groundwater,4536,1997,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap: between surface water and groundwater,4536,2002,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap: between surface water and groundwater,4536,2007,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap: between surface water and groundwater,4536,2012,204.7,,
Venezuela (Bolivarian Republic of),236,Overlap: between surface water and groundwater,4536,2014,204.7,,
Venezuela (Bolivarian Republic of),236,Total renewable water resources,4188,1982,1325,,
Venezuela (Bolivarian Republic of),236,Total renewable water resources,4188,1987,1325,,
Venezuela (Bolivarian Republic of),236,Total renewable water resources,4188,1992,1325,,
Venezuela (Bolivarian Republic of),236,Total renewable water resources,4188,1997,1325,,
Venezuela (Bolivarian Republic of),236,Total renewable water resources,4188,2002,1325,,
Venezuela (Bolivarian Republic of),236,Total renewable water resources,4188,2007,1325,,
Venezuela (Bolivarian Republic of),236,Total renewable water resources,4188,2012,1325,,
Venezuela (Bolivarian Republic of),236,Total renewable water resources,4188,2014,1325,,
Venezuela (Bolivarian Republic of),236,Dependency ratio,4192,1982,39.25,,
Venezuela (Bolivarian Republic of),236,Dependency ratio,4192,1987,39.25,,
Venezuela (Bolivarian Republic of),236,Dependency ratio,4192,1992,39.25,,
Venezuela (Bolivarian Republic of),236,Dependency ratio,4192,1997,39.25,,
Venezuela (Bolivarian Republic of),236,Dependency ratio,4192,2002,39.25,,
Venezuela (Bolivarian Republic of),236,Dependency ratio,4192,2007,39.25,,
Venezuela (Bolivarian Republic of),236,Dependency ratio,4192,2012,39.25,,
Venezuela (Bolivarian Republic of),236,Dependency ratio,4192,2014,39.25,,
Venezuela (Bolivarian Republic of),236,Total renewable water resources per capita,4190,1982,81861,K,
Venezuela (Bolivarian Republic of),236,Total renewable water resources per capita,4190,1987,71862,K,
Venezuela (Bolivarian Republic of),236,Total renewable water resources per capita,4190,1992,63705,K,
Venezuela (Bolivarian Republic of),236,Total renewable water resources per capita,4190,1997,57339,K,
Venezuela (Bolivarian Republic of),236,Total renewable water resources per capita,4190,2002,52167,K,
Venezuela (Bolivarian Republic of),236,Total renewable water resources per capita,4190,2007,47884,K,
Venezuela (Bolivarian Republic of),236,Total renewable water resources per capita,4190,2012,44383,K,
Venezuela (Bolivarian Republic of),236,Total renewable water resources per capita,4190,2014,42594,K,
Venezuela (Bolivarian Republic of),236,Interannual variability (WRI),4541,2013,2.7,E,
Venezuela (Bolivarian Republic of),236,Seasonal variability (WRI),4542,2013,2.3,E,
Venezuela (Bolivarian Republic of),236,Total dam capacity,4197,1980,10.35,L,
Venezuela (Bolivarian Republic of),236,Total dam capacity,4197,1985,11.98,L,
Venezuela (Bolivarian Republic of),236,Total dam capacity,4197,1990,153.2,L,
Venezuela (Bolivarian Republic of),236,Total dam capacity,4197,1995,153.3,L,
Venezuela (Bolivarian Republic of),236,Total dam capacity,4197,2000,153.6,L,
Venezuela (Bolivarian Republic of),236,Total dam capacity,4197,2005,157.4,L,
Venezuela (Bolivarian Republic of),236,Total dam capacity,4197,2010,157.6,L,
Venezuela (Bolivarian Republic of),236,Total dam capacity,4197,2015,157.6,L,
Venezuela (Bolivarian Republic of),236,Dam capacity per capita,4471,1980,639.4,K,
Venezuela (Bolivarian Republic of),236,Dam capacity per capita,4471,1985,649.7,K,
Venezuela (Bolivarian Republic of),236,Dam capacity per capita,4471,1990,7366,K,
Venezuela (Bolivarian Republic of),236,Dam capacity per capita,4471,1995,6634,K,
Venezuela (Bolivarian Republic of),236,Dam capacity per capita,4471,2000,6047,K,
Venezuela (Bolivarian Republic of),236,Dam capacity per capita,4471,2005,5688,K,
Venezuela (Bolivarian Republic of),236,Dam capacity per capita,4471,2010,5279,K,
Venezuela (Bolivarian Republic of),236,Dam capacity per capita,4471,2015,5066,K,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal,4250,2000,3.97,L,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal,4250,2007,16.71,I,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal,4250,2008,16.71,L,[117]
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal,4252,2000,0.6831,L,
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal,4252,2005,0.7933,L,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal,4251,2000,4.411,L,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal,4251,2005,5.123,L,
Venezuela (Bolivarian Republic of),236,Total water withdrawal,4253,2000,9.064,L,
Venezuela (Bolivarian Republic of),236,Total water withdrawal,4253,2007,22.63,I,
Venezuela (Bolivarian Republic of),236,Irrigation water withdrawal,4475,2008,16.71,L,
Venezuela (Bolivarian Republic of),236,Irrigation water requirement,4260,2008,6.472,L,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal as % of total water withdrawal,4254,2000,43.8,L,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal as % of total water withdrawal,4254,2007,73.84,I,
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal as % of total water withdrawal,4256,2000,7.536,L,
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal as % of total water withdrawal,4256,2007,3.506,I,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal as % of total withdrawal,4255,2000,48.67,L,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal as % of total withdrawal,4255,2007,22.64,I,
Venezuela (Bolivarian Republic of),236,Total water withdrawal per capita,4257,2000,356.9,K,
Venezuela (Bolivarian Republic of),236,Total water withdrawal per capita,4257,2007,817.8,K,
Venezuela (Bolivarian Republic of),236,Environmental Flow Requirements,4549,1982,448,E,[118]
Venezuela (Bolivarian Republic of),236,Environmental Flow Requirements,4549,1987,448,E,[119]
Venezuela (Bolivarian Republic of),236,Environmental Flow Requirements,4549,1992,448,E,[120]
Venezuela (Bolivarian Republic of),236,Environmental Flow Requirements,4549,1997,448,E,[121]
Venezuela (Bolivarian Republic of),236,Environmental Flow Requirements,4549,2002,448,E,[122]
Venezuela (Bolivarian Republic of),236,Environmental Flow Requirements,4549,2007,448,E,[123]
Venezuela (Bolivarian Republic of),236,Environmental Flow Requirements,4549,2012,448,E,[124]
Venezuela (Bolivarian Republic of),236,Environmental Flow Requirements,4549,2017,448,E,[125]
Venezuela (Bolivarian Republic of),236,Total freshwater withdrawal (primary and secondary),4263,2000,9.059,I,
Venezuela (Bolivarian Republic of),236,Total freshwater withdrawal (primary and secondary),4263,2007,22.62,I,
Venezuela (Bolivarian Republic of),236,Desalinated water produced,4264,1990,0.0052,,
Venezuela (Bolivarian Republic of),236,Desalinated water produced,4264,2000,0.0052,I,
Venezuela (Bolivarian Republic of),236,Desalinated water produced,4264,2007,0.0052,I,
Venezuela (Bolivarian Republic of),236,Produced municipal wastewater,4269,1996,2.903,,
Venezuela (Bolivarian Republic of),236,Treated municipal wastewater,4270,2009,0.93,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation by direct use of treated municipal wastewater,4533,2008,2.9,,
Venezuela (Bolivarian Republic of),236,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,2000,0.6837,I,
Venezuela (Bolivarian Republic of),236,MDG 7.5. Freshwater withdrawal as % of total renewable water resources,4275,2007,1.707,I,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal as % of total renewable water resources,4273,2000,0.2996,I,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal as % of total renewable water resources,4273,2007,1.261,I,
Venezuela (Bolivarian Republic of),236,Agricultural water withdrawal as % of total renewable water resources,4273,2008,1.261,I,
Venezuela (Bolivarian Republic of),236,SDG 6.4.2. Water Stress,4550,2000,1.033,K,
Venezuela (Bolivarian Republic of),236,SDG 6.4.2. Water Stress,4550,2007,2.579,K,
Venezuela (Bolivarian Republic of),236,Irrigation potential,4307,1982,2000,,
Venezuela (Bolivarian Republic of),236,Irrigation potential,4307,1987,2000,,
Venezuela (Bolivarian Republic of),236,Irrigation potential,4307,1992,2000,,
Venezuela (Bolivarian Republic of),236,Irrigation potential,4307,1997,2000,,
Venezuela (Bolivarian Republic of),236,Irrigation potential,4307,2002,2000,,
Venezuela (Bolivarian Republic of),236,Irrigation potential,4307,2007,2000,,
Venezuela (Bolivarian Republic of),236,Irrigation potential,4307,2012,2000,,
Venezuela (Bolivarian Republic of),236,Irrigation potential,4307,2013,2000,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: surface irrigation,4308,1989,356.1,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: surface irrigation,4308,2008,735.5,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: sprinkler irrigation,4309,1989,72.8,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: sprinkler irrigation,4309,2008,275.5,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: localized irrigation,4310,1989,20.8,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: localized irrigation,4310,2008,44.3,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: total,4311,1989,449.7,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: total,4311,1998,570.2,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: total,4311,2008,1055,K,[126]
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: actually irrigated,4461,1998,307.9,,
Venezuela (Bolivarian Republic of),236,Area equipped for full control irrigation: actually irrigated,4461,2008,978.8,K,[127]
Venezuela (Bolivarian Republic of),236,% of area equipped for full control irrigation actually irrigated,4463,1998,54,,
Venezuela (Bolivarian Republic of),236,% of area equipped for full control irrigation actually irrigated,4463,2008,92.78,K,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation: total,4313,1989,449.7,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation: total,4313,1998,570.2,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation: total,4313,2008,1055,K,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation: actually irrigated,4318,1998,307.9,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation: actually irrigated,4318,2008,978.8,K,
Venezuela (Bolivarian Republic of),236,% of the area equipped for irrigation actually irrigated,4328,1989,54,,
Venezuela (Bolivarian Republic of),236,% of the area equipped for irrigation actually irrigated,4328,1998,54,,
Venezuela (Bolivarian Republic of),236,% of the area equipped for irrigation actually irrigated,4328,2008,92.78,K,
Venezuela (Bolivarian Republic of),236,% of the cultivated area equipped for irrigation,4331,1989,13.38,K,
Venezuela (Bolivarian Republic of),236,% of the cultivated area equipped for irrigation,4331,1998,17.28,K,
Venezuela (Bolivarian Republic of),236,% of the cultivated area equipped for irrigation,4331,2008,31.03,K,
Venezuela (Bolivarian Republic of),236,% of irrigation potential equipped for irrigation,4330,1989,22.48,,
Venezuela (Bolivarian Republic of),236,% of irrigation potential equipped for irrigation,4330,1998,28.51,,
Venezuela (Bolivarian Republic of),236,% of irrigation potential equipped for irrigation,4330,2008,52.75,K,
Venezuela (Bolivarian Republic of),236,Total agricultural water managed area,4317,1989,449.7,,
Venezuela (Bolivarian Republic of),236,Total agricultural water managed area,4317,1998,570.2,,
Venezuela (Bolivarian Republic of),236,Total agricultural water managed area,4317,2008,1055,K,
Venezuela (Bolivarian Republic of),236,% of agricultural water managed area equipped for irrigation,4319,1989,100,,
Venezuela (Bolivarian Republic of),236,% of agricultural water managed area equipped for irrigation,4319,1998,100,,
Venezuela (Bolivarian Republic of),236,% of agricultural water managed area equipped for irrigation,4319,2008,100,K,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation by surface water,4321,1989,440.7,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation by surface water,4321,2008,566.6,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation by groundwater,4320,1989,8.994,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation by groundwater,4320,2008,450.7,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation by mixed surface water and groundwater,4322,1989,0,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation by mixed surface water and groundwater,4322,2008,35.1,,
Venezuela (Bolivarian Republic of),236,Area equipped for irrigation by direct use of treated municipal wastewater,4465,2008,2.9,,
Venezuela (Bolivarian Republic of),236,% of area equipped for irrigation by surface water,4324,1989,98,,
Venezuela (Bolivarian Republic of),236,% of area equipped for irrigation by surface water,4324,2008,53.71,K,
Venezuela (Bolivarian Republic of),236,% of area equipped for irrigation by groundwater,4323,1989,2,,
Venezuela (Bolivarian Republic of),236,% of area equipped for irrigation by groundwater,4323,2008,42.72,K,
Venezuela (Bolivarian Republic of),236,% of area equipped for irrigation by mixed surface water and groundwater,4325,1989,0,,
Venezuela (Bolivarian Republic of),236,% of area equipped for irrigation by mixed surface water and groundwater,4325,2008,3.327,K,
Venezuela (Bolivarian Republic of),236,% of area equipped for irrigation by direct use of  treated municipal wastewater,4466,2008,0.2749,K,
Venezuela (Bolivarian Republic of),236,% of area equipped for irrigation power irrigated,4327,1989,33,,
Venezuela (Bolivarian Republic of),236,Total harvested irrigated crop area (full control irrigation),4379,2008,978.8,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Total,4520,2008,426.1,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated permanent crop area: Total,4521,2008,257,,
Venezuela (Bolivarian Republic of),236,Permanent meadows and pastures irrigated,4469,2008,295.7,,
Venezuela (Bolivarian Republic of),236,Irrigated cropping intensity,4464,2008,100,K,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Rice,4346,2008,148.9,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Maize,4348,2008,59.41,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Sorghum,4350,2008,12.75,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Vegetables,4360,2008,23.1,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Soybeans,4371,2008,0.5,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Sesame,4374,2008,0.6,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Sunflower,4373,2008,0.3,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Potatoes,4352,2008,13.13,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Sweet potatoes,4353,2008,0.6,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Cassava,4354,2008,5.277,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Other roots and tubers,4355,2008,8.1,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Leguminous crops,4359,2008,4.1,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Sugarcane,4357,2008,87.51,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Cotton,4367,2008,1.6,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Flowers,4376,2008,1.4,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Tobacco,4366,2008,1,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated temporary crop area: Other crops,4377,2008,57.78,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated permanent crop area: Plantains,4356,2008,14.6,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated permanent crop area: Bananas,4361,2008,23.78,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated permanent crop area: Citrus,4362,2008,38.21,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated permanent crop area: Coconuts,4375,2008,5.775,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated permanent crop area: Oil palm,4370,2008,26.12,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated permanent crop area: Coffee,4364,2008,34.81,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated permanent crop area: Cocoa beans,4363,2008,26.6,,
Venezuela (Bolivarian Republic of),236,Harvested irrigated permanent crop area: Other crops,4378,2008,87.12,,
Venezuela (Bolivarian Republic of),236,Total cultivated area drained,4300,1997,2204,,
Venezuela (Bolivarian Republic of),236,% of total cultivated area drained,4305,1997,64.9,K,
Venezuela (Bolivarian Republic of),236,Conservation agriculture area,4454,2005,300,,
Venezuela (Bolivarian Republic of),236,Conservation agriculture area as % of arable land area,4455,2005,11.28,K,
Venezuela (Bolivarian Republic of),236,Flood occurrence (WRI),4543,2013,2.7,E,
Venezuela (Bolivarian Republic of),236,Total population with access to safe drinking-water (JMP),4114,1992,89.3,E,
Venezuela (Bolivarian Republic of),236,Total population with access to safe drinking-water (JMP),4114,1997,90.4,E,
Venezuela (Bolivarian Republic of),236,Total population with access to safe drinking-water (JMP),4114,2002,91.5,E,
Venezuela (Bolivarian Republic of),236,Total population with access to safe drinking-water (JMP),4114,2007,92.2,E,
Venezuela (Bolivarian Republic of),236,Total population with access to safe drinking-water (JMP),4114,2012,92.9,E,
Venezuela (Bolivarian Republic of),236,Total population with access to safe drinking-water (JMP),4114,2015,93.1,E,
Venezuela (Bolivarian Republic of),236,Rural population with access to safe drinking-water (JMP),4115,1992,69.2,E,
Venezuela (Bolivarian Republic of),236,Rural population with access to safe drinking-water (JMP),4115,1997,71.2,E,
Venezuela (Bolivarian Republic of),236,Rural population with access to safe drinking-water (JMP),4115,2002,73.3,E,
Venezuela (Bolivarian Republic of),236,Rural population with access to safe drinking-water (JMP),4115,2007,75.4,E,
Venezuela (Bolivarian Republic of),236,Rural population with access to safe drinking-water (JMP),4115,2012,77.5,E,
Venezuela (Bolivarian Republic of),236,Rural population with access to safe drinking-water (JMP),4115,2015,77.9,E,
Venezuela (Bolivarian Republic of),236,Urban population with access to safe drinking-water (JMP),4116,1992,92.8,E,
Venezuela (Bolivarian Republic of),236,Urban population with access to safe drinking-water (JMP),4116,1997,93.3,E,
Venezuela (Bolivarian Republic of),236,Urban population with access to safe drinking-water (JMP),4116,2002,93.8,E,
Venezuela (Bolivarian Republic of),236,Urban population with access to safe drinking-water (JMP),4116,2007,94.4,E,
Venezuela (Bolivarian Republic of),236,Urban population with access to safe drinking-water (JMP),4116,2012,94.9,E,
Venezuela (Bolivarian Republic of),236,Urban population with access to safe drinking-water (JMP),4116,2015,95,E,
Venezuela (Bolivarian Republic of),236,Population affected by water related disease,4403,1995,22.06,,
,,,,,,,
Metadata:,,,,,,,
[1] [P-Observations-N] | IPCC/CRU average 1961-1990 is 2605 mm.,,,,,,,
[2] [P-Observations-N] | IPCC/CRU average 1961-1990 is 2605 mm.,,,,,,,
[3] [P-Observations-N] | IPCC/CRU average 1961-1990 is 2605 mm.,,,,,,,
[4] [P-Observations-N] | IPCC/CRU average 1961-1990 is 2605 mm.,,,,,,,
[5] [P-Observations-N] | IPCC/CRU average 1961-1990 is 2605 mm.,,,,,,,
[6] [P-Observations-N] | IPCC/CRU average 1961-1990 is 2605 mm.,,,,,,,
[7] [P-Observations-N] | IPCC/CRU average 1961-1990 is 2605 mm.,,,,,,,
[8] [P-Observations-N] | IPCC/CRU average 1961-1990 is 2605 mm.,,,,,,,
"[9] [P-Components-N] | FROM: Venezuela (Bolivarian Republic of): 70 (Orinoco [border- VEN/COL]); Ecuador: 35 (20 Mira, 15 Putumayo); Peru: 110 (Putumayo)",,,,,,,
"[10] [P-Components-N] | FROM: Venezuela (Bolivarian Republic of): 70 (Orinoco [border- VEN/COL]); Ecuador: 35 (20 Mira, 15 Putumayo); Peru: 110 (Putumayo)",,,,,,,
"[11] [P-Components-N] | FROM: Venezuela (Bolivarian Republic of): 70 (Orinoco [border- VEN/COL]); Ecuador: 35 (20 Mira, 15 Putumayo); Peru: 110 (Putumayo)",,,,,,,
"[12] [P-Components-N] | FROM: Venezuela (Bolivarian Republic of): 70 (Orinoco [border- VEN/COL]); Ecuador: 35 (20 Mira, 15 Putumayo); Peru: 110 (Putumayo)",,,,,,,
"[13] [P-Components-N] | FROM: Venezuela (Bolivarian Republic of): 70 (Orinoco [border- VEN/COL]); Ecuador: 35 (20 Mira, 15 Putumayo); Peru: 110 (Putumayo)",,,,,,,
"[14] [P-Components-N] | FROM: Venezuela (Bolivarian Republic of): 70 (Orinoco [border- VEN/COL]); Ecuador: 35 (20 Mira, 15 Putumayo); Peru: 110 (Putumayo)",,,,,,,
"[15] [P-Components-N] | FROM: Venezuela (Bolivarian Republic of): 70 (Orinoco [border- VEN/COL]); Ecuador: 35 (20 Mira, 15 Putumayo); Peru: 110 (Putumayo)",,,,,,,
"[16] [P-Components-N] | FROM: Venezuela (Bolivarian Republic of): 70 (Orinoco [border- VEN/COL]); Ecuador: 35 (20 Mira, 15 Putumayo); Peru: 110 (Putumayo)",,,,,,,
[17] [P-Components-N] | TO: Venezuela (Bolivarian Republic of): 15 (Catatumbo-Paraguachon)+480 (Orinoco); Brazil: 430 (Japur/Japurá/Apaporis)+124 (Negro)+250 (Putumayo/Içá)+76 (Vaupés/Uaupés),,,,,,,
[18] [P-Observations-S] | (VEN:)On Catatumbo-Paraguachon: Afluent to Lake Maracaibo,,,,,,,
